*** NEC ADMITTANCE FILE
 Fan antenna impedance.  Symbols a 1 Mhz increments                                                                    
            F (MHz)        ZR          ZI
    1519  7.31574E+00 2.18847E-03-4.29673E-03
    1520  7.31924E+00 2.18618E-03-4.28836E-03
    1521  7.32274E+00 2.18394E-03-4.28010E-03
    1522  7.32624E+00 2.18161E-03-4.27190E-03
    1523  7.32974E+00 2.17940E-03-4.26367E-03
    1524  7.33325E+00 2.17705E-03-4.25549E-03
    1525  7.33675E+00 2.17477E-03-4.24728E-03
    1526  7.34025E+00 2.17247E-03-4.23917E-03
    1527  7.34375E+00 2.17010E-03-4.23097E-03
    1528  7.34725E+00 2.16784E-03-4.22287E-03
    1529  7.35075E+00 2.16543E-03-4.21473E-03
    1530  7.35426E+00 2.16318E-03-4.20665E-03
    1531  7.35776E+00 2.16082E-03-4.19867E-03
    1532  7.36126E+00 2.15848E-03-4.19058E-03
    1533  7.36476E+00 2.15615E-03-4.18254E-03
    1534  7.36826E+00 2.15380E-03-4.17459E-03
    1535  7.37177E+00 2.15147E-03-4.16656E-03
    1536  7.37527E+00 2.14914E-03-4.15867E-03
    1537  7.37877E+00 2.14678E-03-4.15072E-03
    1538  7.38227E+00 2.14445E-03-4.14276E-03
    1539  7.38577E+00 2.14208E-03-4.13490E-03
    1540  7.38928E+00 2.13977E-03-4.12701E-03
    1541  7.39278E+00 2.13741E-03-4.11915E-03
    1542  7.39628E+00 2.13498E-03-4.11124E-03
    1543  7.39978E+00 2.13266E-03-4.10346E-03
    1544  7.40328E+00 2.13027E-03-4.09563E-03
    1545  7.40679E+00 2.12794E-03-4.08781E-03
    1546  7.41029E+00 2.12562E-03-4.08008E-03
    1547  7.41379E+00 2.12329E-03-4.07233E-03
    1548  7.41729E+00 2.12088E-03-4.06454E-03
    1549  7.42079E+00 2.11856E-03-4.05683E-03
    1550  7.42429E+00 2.11622E-03-4.04911E-03
    1551  7.42780E+00 2.11386E-03-4.04139E-03
    1552  7.43130E+00 2.11149E-03-4.03369E-03
    1553  7.43480E+00 2.10917E-03-4.02605E-03
    1554  7.43830E+00 2.10682E-03-4.01836E-03
    1555  7.44180E+00 2.10444E-03-4.01074E-03
    1556  7.44531E+00 2.10215E-03-4.00316E-03
    1557  7.44881E+00 2.09980E-03-3.99551E-03
    1558  7.45231E+00 2.09746E-03-3.98792E-03
    1559  7.45581E+00 2.09511E-03-3.98030E-03
    1560  7.45931E+00 2.09282E-03-3.97281E-03
    1561  7.46282E+00 2.09047E-03-3.96521E-03
    1562  7.46632E+00 2.08821E-03-3.95769E-03
    1563  7.46982E+00 2.08584E-03-3.95018E-03
    1564  7.47332E+00 2.08354E-03-3.94267E-03
    1565  7.47682E+00 2.08121E-03-3.93519E-03
    1566  7.48032E+00 2.07891E-03-3.92769E-03
    1567  7.48383E+00 2.07656E-03-3.92020E-03
    1568  7.48733E+00 2.07428E-03-3.91276E-03
    1569  7.49083E+00 2.07197E-03-3.90530E-03
    1570  7.49433E+00 2.06970E-03-3.89791E-03
    1571  7.49783E+00 2.06740E-03-3.89051E-03
    1572  7.50134E+00 2.06509E-03-3.88309E-03
    1573  7.50484E+00 2.06282E-03-3.87571E-03
    1574  7.50834E+00 2.06053E-03-3.86833E-03
    1575  7.51184E+00 2.05825E-03-3.86096E-03
    1576  7.51534E+00 2.05599E-03-3.85363E-03
    1577  7.51885E+00 2.05372E-03-3.84630E-03
    1578  7.52235E+00 2.05142E-03-3.83893E-03
    1579  7.52585E+00 2.04923E-03-3.83165E-03
    1580  7.52935E+00 2.04693E-03-3.82434E-03
    1581  7.53285E+00 2.04469E-03-3.81703E-03
    1582  7.53636E+00 2.04246E-03-3.80983E-03
    1583  7.53986E+00 2.04021E-03-3.80253E-03
    1584  7.54336E+00 2.03796E-03-3.79531E-03
    1585  7.54686E+00 2.03576E-03-3.78807E-03
    1586  7.55036E+00 2.03354E-03-3.78086E-03
    1587  7.55386E+00 2.03127E-03-3.77364E-03
    1588  7.55737E+00 2.02907E-03-3.76642E-03
    1589  7.56087E+00 2.02685E-03-3.75925E-03
    1590  7.56437E+00 2.02464E-03-3.75206E-03
    1591  7.56787E+00 2.02245E-03-3.74488E-03
    1592  7.57137E+00 2.02024E-03-3.73774E-03
    1593  7.57488E+00 2.01805E-03-3.73060E-03
    1594  7.57838E+00 2.01587E-03-3.72348E-03
    1595  7.58188E+00 2.01367E-03-3.71636E-03
    1596  7.58538E+00 2.01151E-03-3.70927E-03
    1597  7.58888E+00 2.00931E-03-3.70216E-03
    1598  7.59239E+00 2.00719E-03-3.69507E-03
    1599  7.59589E+00 2.00501E-03-3.68803E-03
    1600  7.59939E+00 2.00286E-03-3.68093E-03
    1601  7.60289E+00 2.00068E-03-3.67389E-03
    1602  7.60639E+00 1.99853E-03-3.66684E-03
    1603  7.60989E+00 1.99642E-03-3.65982E-03
    1604  7.61340E+00 1.99424E-03-3.65280E-03
    1605  7.61690E+00 1.99214E-03-3.64581E-03
    1606  7.62040E+00 1.98999E-03-3.63881E-03
    1607  7.62390E+00 1.98790E-03-3.63182E-03
    1608  7.62740E+00 1.98579E-03-3.62483E-03
    1609  7.63091E+00 1.98368E-03-3.61789E-03
    1610  7.63441E+00 1.98158E-03-3.61093E-03
    1611  7.63791E+00 1.97946E-03-3.60399E-03
    1612  7.64141E+00 1.97738E-03-3.59706E-03
    1613  7.64491E+00 1.97529E-03-3.59015E-03
    1614  7.64842E+00 1.97321E-03-3.58322E-03
    1615  7.65192E+00 1.97115E-03-3.57632E-03
    1616  7.65542E+00 1.96905E-03-3.56944E-03
    1617  7.65892E+00 1.96698E-03-3.56256E-03
    1618  7.66242E+00 1.96493E-03-3.55570E-03
    1619  7.66593E+00 1.96289E-03-3.54884E-03
    1620  7.66943E+00 1.96083E-03-3.54198E-03
    1621  7.67293E+00 1.95877E-03-3.53514E-03
    1622  7.67643E+00 1.95676E-03-3.52833E-03
    1623  7.67993E+00 1.95468E-03-3.52148E-03
    1624  7.68343E+00 1.95270E-03-3.51471E-03
    1625  7.68694E+00 1.95066E-03-3.50791E-03
    1626  7.69044E+00 1.94866E-03-3.50110E-03
    1627  7.69394E+00 1.94663E-03-3.49429E-03
    1628  7.69744E+00 1.94465E-03-3.48758E-03
    1629  7.70094E+00 1.94265E-03-3.48082E-03
    1630  7.70445E+00 1.94061E-03-3.47404E-03
    1631  7.70795E+00 1.93866E-03-3.46731E-03
    1632  7.71145E+00 1.93667E-03-3.46056E-03
    1633  7.71495E+00 1.93468E-03-3.45386E-03
    1634  7.71845E+00 1.93271E-03-3.44714E-03
    1635  7.72196E+00 1.93075E-03-3.44045E-03
    1636  7.72546E+00 1.92878E-03-3.43376E-03
    1637  7.72896E+00 1.92687E-03-3.42710E-03
    1638  7.73246E+00 1.92489E-03-3.42042E-03
    1639  7.73596E+00 1.92295E-03-3.41374E-03
    1640  7.73946E+00 1.92098E-03-3.40708E-03
    1641  7.74297E+00 1.91910E-03-3.40046E-03
    1642  7.74647E+00 1.91714E-03-3.39383E-03
    1643  7.74997E+00 1.91525E-03-3.38719E-03
    1644  7.75347E+00 1.91333E-03-3.38059E-03
    1645  7.75697E+00 1.91141E-03-3.37400E-03
    1646  7.76048E+00 1.90950E-03-3.36738E-03
    1647  7.76398E+00 1.90760E-03-3.36082E-03
    1648  7.76748E+00 1.90573E-03-3.35426E-03
    1649  7.77098E+00 1.90383E-03-3.34766E-03
    1650  7.77448E+00 1.90195E-03-3.34111E-03
    1651  7.77799E+00 1.90006E-03-3.33453E-03
    1652  7.78149E+00 1.89820E-03-3.32803E-03
    1653  7.78499E+00 1.89633E-03-3.32147E-03
    1654  7.78849E+00 1.89447E-03-3.31497E-03
    1655  7.79199E+00 1.89262E-03-3.30845E-03
    1656  7.79550E+00 1.89078E-03-3.30193E-03
    1657  7.79900E+00 1.88892E-03-3.29544E-03
    1658  7.80250E+00 1.88711E-03-3.28897E-03
    1659  7.80600E+00 1.88525E-03-3.28250E-03
    1660  7.80950E+00 1.88343E-03-3.27603E-03
    1661  7.81300E+00 1.88162E-03-3.26956E-03
    1662  7.81651E+00 1.87978E-03-3.26310E-03
    1663  7.82001E+00 1.87800E-03-3.25668E-03
    1664  7.82351E+00 1.87616E-03-3.25024E-03
    1665  7.82701E+00 1.87440E-03-3.24382E-03
    1666  7.83051E+00 1.87256E-03-3.23738E-03
    1667  7.83402E+00 1.87079E-03-3.23099E-03
    1668  7.83752E+00 1.86900E-03-3.22457E-03
    1669  7.84102E+00 1.86722E-03-3.21819E-03
    1670  7.84452E+00 1.86547E-03-3.21183E-03
    1671  7.84802E+00 1.86370E-03-3.20547E-03
    1672  7.85153E+00 1.86192E-03-3.19906E-03
    1673  7.85503E+00 1.86020E-03-3.19274E-03
    1674  7.85853E+00 1.85843E-03-3.18639E-03
    1675  7.86203E+00 1.85666E-03-3.18003E-03
    1676  7.86553E+00 1.85492E-03-3.17370E-03
    1677  7.86903E+00 1.85321E-03-3.16740E-03
    1678  7.87254E+00 1.85149E-03-3.16108E-03
    1679  7.87604E+00 1.84974E-03-3.15477E-03
    1680  7.87954E+00 1.84805E-03-3.14848E-03
    1681  7.88304E+00 1.84631E-03-3.14220E-03
    1682  7.88654E+00 1.84462E-03-3.13591E-03
    1683  7.89005E+00 1.84290E-03-3.12966E-03
    1684  7.89355E+00 1.84122E-03-3.12339E-03
    1685  7.89705E+00 1.83953E-03-3.11713E-03
    1686  7.90055E+00 1.83784E-03-3.11089E-03
    1687  7.90405E+00 1.83615E-03-3.10464E-03
    1688  7.90756E+00 1.83447E-03-3.09843E-03
    1689  7.91106E+00 1.83280E-03-3.09219E-03
    1690  7.91456E+00 1.83113E-03-3.08596E-03
    1691  7.91806E+00 1.82948E-03-3.07977E-03
    1692  7.92156E+00 1.82782E-03-3.07358E-03
    1693  7.92507E+00 1.82617E-03-3.06740E-03
    1694  7.92857E+00 1.82452E-03-3.06120E-03
    1695  7.93207E+00 1.82287E-03-3.05503E-03
    1696  7.93557E+00 1.82124E-03-3.04886E-03
    1697  7.93907E+00 1.81963E-03-3.04270E-03
    1698  7.94257E+00 1.81798E-03-3.03656E-03
    1699  7.94608E+00 1.81638E-03-3.03042E-03
    1700  7.94958E+00 1.81474E-03-3.02428E-03
    1701  7.95308E+00 1.81316E-03-3.01816E-03
    1702  7.95658E+00 1.81154E-03-3.01202E-03
    1703  7.96008E+00 1.80994E-03-3.00592E-03
    1704  7.96359E+00 1.80835E-03-2.99983E-03
    1705  7.96709E+00 1.80675E-03-2.99374E-03
    1706  7.97059E+00 1.80518E-03-2.98764E-03
    1707  7.97409E+00 1.80361E-03-2.98157E-03
    1708  7.97759E+00 1.80202E-03-2.97550E-03
    1709  7.98110E+00 1.80046E-03-2.96944E-03
    1710  7.98460E+00 1.79889E-03-2.96338E-03
    1711  7.98810E+00 1.79732E-03-2.95733E-03
    1712  7.99160E+00 1.79577E-03-2.95130E-03
    1713  7.99510E+00 1.79421E-03-2.94525E-03
    1714  7.99860E+00 1.79270E-03-2.93924E-03
    1715  8.00211E+00 1.79113E-03-2.93321E-03 1
    1716  8.00561E+00 1.78961E-03-2.92720E-03
    1717  8.00911E+00 1.78807E-03-2.92122E-03
    1718  8.01261E+00 1.78655E-03-2.91521E-03
    1719  8.01611E+00 1.78504E-03-2.90922E-03
    1720  8.01962E+00 1.78351E-03-2.90326E-03
    1721  8.02312E+00 1.78200E-03-2.89727E-03
    1722  8.02662E+00 1.78048E-03-2.89131E-03
    1723  8.03012E+00 1.77901E-03-2.88536E-03
    1724  8.03362E+00 1.77748E-03-2.87940E-03
    1725  8.03713E+00 1.77601E-03-2.87346E-03
    1726  8.04063E+00 1.77452E-03-2.86750E-03
    1727  8.04413E+00 1.77303E-03-2.86159E-03
    1728  8.04763E+00 1.77156E-03-2.85566E-03
    1729  8.05113E+00 1.77007E-03-2.84975E-03
    1730  8.05464E+00 1.76863E-03-2.84386E-03
    1731  8.05814E+00 1.76716E-03-2.83794E-03
    1732  8.06164E+00 1.76569E-03-2.83207E-03
    1733  8.06514E+00 1.76426E-03-2.82619E-03
    1734  8.06864E+00 1.76278E-03-2.82030E-03
    1735  8.07214E+00 1.76135E-03-2.81442E-03
    1736  8.07565E+00 1.75990E-03-2.80857E-03
    1737  8.07915E+00 1.75847E-03-2.80270E-03
    1738  8.08265E+00 1.75705E-03-2.79685E-03
    1739  8.08615E+00 1.75561E-03-2.79102E-03
    1740  8.08965E+00 1.75420E-03-2.78518E-03
    1741  8.09316E+00 1.75277E-03-2.77937E-03
    1742  8.09666E+00 1.75138E-03-2.77355E-03
    1743  8.10016E+00 1.74997E-03-2.76773E-03
    1744  8.10366E+00 1.74855E-03-2.76192E-03
    1745  8.10716E+00 1.74716E-03-2.75612E-03
    1746  8.11067E+00 1.74576E-03-2.75034E-03
    1747  8.11417E+00 1.74437E-03-2.74454E-03
    1748  8.11767E+00 1.74301E-03-2.73876E-03
    1749  8.12117E+00 1.74161E-03-2.73300E-03
    1750  8.12467E+00 1.74024E-03-2.72723E-03
    1751  8.12817E+00 1.73886E-03-2.72148E-03
    1752  8.13168E+00 1.73749E-03-2.71572E-03
    1753  8.13518E+00 1.73614E-03-2.71000E-03
    1754  8.13868E+00 1.73476E-03-2.70423E-03
    1755  8.14218E+00 1.73343E-03-2.69851E-03
    1756  8.14568E+00 1.73208E-03-2.69280E-03
    1757  8.14919E+00 1.73073E-03-2.68707E-03
    1758  8.15269E+00 1.72938E-03-2.68136E-03
    1759  8.15619E+00 1.72807E-03-2.67567E-03
    1760  8.15969E+00 1.72672E-03-2.66995E-03
    1761  8.16319E+00 1.72540E-03-2.66429E-03
    1762  8.16670E+00 1.72408E-03-2.65859E-03
    1763  8.17020E+00 1.72276E-03-2.65293E-03
    1764  8.17370E+00 1.72143E-03-2.64723E-03
    1765  8.17720E+00 1.72012E-03-2.64160E-03
    1766  8.18070E+00 1.71883E-03-2.63595E-03
    1767  8.18421E+00 1.71751E-03-2.63027E-03
    1768  8.18771E+00 1.71623E-03-2.62464E-03
    1769  8.19121E+00 1.71494E-03-2.61902E-03
    1770  8.19471E+00 1.71364E-03-2.61337E-03
    1771  8.19821E+00 1.71234E-03-2.60774E-03
    1772  8.20171E+00 1.71109E-03-2.60214E-03
    1773  8.20522E+00 1.70979E-03-2.59652E-03
    1774  8.20872E+00 1.70855E-03-2.59093E-03
    1775  8.21222E+00 1.70726E-03-2.58533E-03
    1776  8.21572E+00 1.70601E-03-2.57973E-03
    1777  8.21922E+00 1.70473E-03-2.57413E-03
    1778  8.22273E+00 1.70349E-03-2.56858E-03
    1779  8.22623E+00 1.70224E-03-2.56301E-03
    1780  8.22973E+00 1.70098E-03-2.55743E-03
    1781  8.23323E+00 1.69974E-03-2.55186E-03
    1782  8.23673E+00 1.69850E-03-2.54633E-03
    1783  8.24024E+00 1.69727E-03-2.54077E-03
    1784  8.24374E+00 1.69604E-03-2.53524E-03
    1785  8.24724E+00 1.69481E-03-2.52970E-03
    1786  8.25074E+00 1.69358E-03-2.52416E-03
    1787  8.25424E+00 1.69236E-03-2.51865E-03
    1788  8.25774E+00 1.69116E-03-2.51314E-03
    1789  8.26125E+00 1.68996E-03-2.50763E-03
    1790  8.26475E+00 1.68873E-03-2.50212E-03
    1791  8.26825E+00 1.68754E-03-2.49663E-03
    1792  8.27175E+00 1.68633E-03-2.49114E-03
    1793  8.27525E+00 1.68514E-03-2.48565E-03
    1794  8.27876E+00 1.68394E-03-2.48019E-03
    1795  8.28226E+00 1.68276E-03-2.47472E-03
    1796  8.28576E+00 1.68158E-03-2.46923E-03
    1797  8.28926E+00 1.68039E-03-2.46379E-03
    1798  8.29276E+00 1.67923E-03-2.45833E-03
    1799  8.29627E+00 1.67806E-03-2.45290E-03
    1800  8.29977E+00 1.67689E-03-2.44743E-03
    1801  8.30327E+00 1.67573E-03-2.44201E-03
    1802  8.30677E+00 1.67457E-03-2.43659E-03
    1803  8.31027E+00 1.67341E-03-2.43115E-03
    1804  8.31378E+00 1.67227E-03-2.42575E-03
    1805  8.31728E+00 1.67111E-03-2.42034E-03
    1806  8.32078E+00 1.66998E-03-2.41492E-03
    1807  8.32428E+00 1.66883E-03-2.40953E-03
    1808  8.32778E+00 1.66770E-03-2.40413E-03
    1809  8.33128E+00 1.66655E-03-2.39875E-03
    1810  8.33479E+00 1.66541E-03-2.39335E-03
    1811  8.33829E+00 1.66430E-03-2.38800E-03
    1812  8.34179E+00 1.66317E-03-2.38262E-03
    1813  8.34529E+00 1.66207E-03-2.37725E-03
    1814  8.34879E+00 1.66095E-03-2.37190E-03
    1815  8.35230E+00 1.65986E-03-2.36656E-03
    1816  8.35580E+00 1.65873E-03-2.36120E-03
    1817  8.35930E+00 1.65763E-03-2.35587E-03
    1818  8.36280E+00 1.65654E-03-2.35053E-03
    1819  8.36630E+00 1.65543E-03-2.34519E-03
    1820  8.36981E+00 1.65436E-03-2.33988E-03
    1821  8.37331E+00 1.65326E-03-2.33457E-03
    1822  8.37681E+00 1.65218E-03-2.32924E-03
    1823  8.38031E+00 1.65107E-03-2.32392E-03
    1824  8.38381E+00 1.65003E-03-2.31865E-03
    1825  8.38731E+00 1.64895E-03-2.31334E-03
    1826  8.39082E+00 1.64786E-03-2.30805E-03
    1827  8.39432E+00 1.64680E-03-2.30276E-03
    1828  8.39782E+00 1.64573E-03-2.29749E-03
    1829  8.40132E+00 1.64467E-03-2.29222E-03
    1830  8.40482E+00 1.64363E-03-2.28694E-03
    1831  8.40833E+00 1.64257E-03-2.28170E-03
    1832  8.41183E+00 1.64154E-03-2.27644E-03
    1833  8.41533E+00 1.64047E-03-2.27119E-03
    1834  8.41883E+00 1.63945E-03-2.26596E-03
    1835  8.42233E+00 1.63838E-03-2.26069E-03
    1836  8.42584E+00 1.63736E-03-2.25546E-03
    1837  8.42934E+00 1.63633E-03-2.25023E-03
    1838  8.43284E+00 1.63529E-03-2.24501E-03
    1839  8.43634E+00 1.63428E-03-2.23978E-03
    1840  8.43984E+00 1.63325E-03-2.23459E-03
    1841  8.44335E+00 1.63224E-03-2.22938E-03
    1842  8.44685E+00 1.63123E-03-2.22417E-03
    1843  8.45035E+00 1.63022E-03-2.21899E-03
    1844  8.45385E+00 1.62922E-03-2.21380E-03
    1845  8.45735E+00 1.62820E-03-2.20861E-03
    1846  8.46085E+00 1.62720E-03-2.20342E-03
    1847  8.46436E+00 1.62623E-03-2.19826E-03
    1848  8.46786E+00 1.62522E-03-2.19309E-03
    1849  8.47136E+00 1.62423E-03-2.18792E-03
    1850  8.47486E+00 1.62324E-03-2.18276E-03
    1851  8.47836E+00 1.62226E-03-2.17761E-03
    1852  8.48187E+00 1.62127E-03-2.17246E-03
    1853  8.48537E+00 1.62030E-03-2.16732E-03
    1854  8.48887E+00 1.61934E-03-2.16219E-03
    1855  8.49237E+00 1.61834E-03-2.15703E-03
    1856  8.49587E+00 1.61739E-03-2.15191E-03
    1857  8.49938E+00 1.61641E-03-2.14680E-03
    1858  8.50288E+00 1.61546E-03-2.14166E-03
    1859  8.50638E+00 1.61450E-03-2.13655E-03
    1860  8.50988E+00 1.61356E-03-2.13147E-03
    1861  8.51338E+00 1.61260E-03-2.12635E-03
    1862  8.51688E+00 1.61165E-03-2.12126E-03
    1863  8.52039E+00 1.61072E-03-2.11617E-03
    1864  8.52389E+00 1.60977E-03-2.11109E-03
    1865  8.52739E+00 1.60883E-03-2.10600E-03
    1866  8.53089E+00 1.60791E-03-2.10093E-03
    1867  8.53439E+00 1.60697E-03-2.09585E-03
    1868  8.53790E+00 1.60604E-03-2.09079E-03
    1869  8.54140E+00 1.60511E-03-2.08573E-03
    1870  8.54490E+00 1.60419E-03-2.08067E-03
    1871  8.54840E+00 1.60328E-03-2.07561E-03
    1872  8.55190E+00 1.60235E-03-2.07056E-03
    1873  8.55541E+00 1.60146E-03-2.06554E-03
    1874  8.55891E+00 1.60054E-03-2.06049E-03
    1875  8.56241E+00 1.59963E-03-2.05545E-03
    1876  8.56591E+00 1.59873E-03-2.05042E-03
    1877  8.56941E+00 1.59783E-03-2.04541E-03
    1878  8.57292E+00 1.59693E-03-2.04038E-03
    1879  8.57642E+00 1.59604E-03-2.03538E-03
    1880  8.57992E+00 1.59516E-03-2.03037E-03
    1881  8.58342E+00 1.59427E-03-2.02538E-03
    1882  8.58692E+00 1.59338E-03-2.02037E-03
    1883  8.59042E+00 1.59251E-03-2.01538E-03
    1884  8.59393E+00 1.59162E-03-2.01038E-03
    1885  8.59743E+00 1.59074E-03-2.00539E-03
    1886  8.60093E+00 1.58987E-03-2.00043E-03
    1887  8.60443E+00 1.58900E-03-1.99545E-03
    1888  8.60793E+00 1.58815E-03-1.99048E-03
    1889  8.61144E+00 1.58727E-03-1.98551E-03
    1890  8.61494E+00 1.58643E-03-1.98056E-03
    1891  8.61844E+00 1.58555E-03-1.97559E-03
    1892  8.62194E+00 1.58471E-03-1.97065E-03
    1893  8.62544E+00 1.58385E-03-1.96571E-03
    1894  8.62895E+00 1.58301E-03-1.96076E-03
    1895  8.63245E+00 1.58217E-03-1.95582E-03
    1896  8.63595E+00 1.58133E-03-1.95090E-03
    1897  8.63945E+00 1.58048E-03-1.94596E-03
    1898  8.64295E+00 1.57963E-03-1.94102E-03
    1899  8.64645E+00 1.57881E-03-1.93612E-03
    1900  8.64996E+00 1.57798E-03-1.93119E-03
    1901  8.65346E+00 1.57715E-03-1.92629E-03
    1902  8.65696E+00 1.57633E-03-1.92137E-03
    1903  8.66046E+00 1.57550E-03-1.91648E-03
    1904  8.66396E+00 1.57468E-03-1.91158E-03
    1905  8.66747E+00 1.57386E-03-1.90670E-03
    1906  8.67097E+00 1.57306E-03-1.90181E-03
    1907  8.67447E+00 1.57225E-03-1.89693E-03
    1908  8.67797E+00 1.57142E-03-1.89203E-03
    1909  8.68147E+00 1.57063E-03-1.88717E-03
    1910  8.68498E+00 1.56982E-03-1.88230E-03
    1911  8.68848E+00 1.56903E-03-1.87743E-03
    1912  8.69198E+00 1.56824E-03-1.87256E-03
    1913  8.69548E+00 1.56743E-03-1.86771E-03
    1914  8.69898E+00 1.56665E-03-1.86285E-03
    1915  8.70249E+00 1.56586E-03-1.85802E-03
    1916  8.70599E+00 1.56508E-03-1.85318E-03
    1917  8.70949E+00 1.56429E-03-1.84832E-03
    1918  8.71299E+00 1.56351E-03-1.84349E-03
    1919  8.71649E+00 1.56275E-03-1.83867E-03
    1920  8.71999E+00 1.56197E-03-1.83384E-03
    1921  8.72350E+00 1.56118E-03-1.82900E-03
    1922  8.72700E+00 1.56043E-03-1.82421E-03
    1923  8.73050E+00 1.55966E-03-1.81937E-03
    1924  8.73400E+00 1.55890E-03-1.81456E-03
    1925  8.73750E+00 1.55813E-03-1.80975E-03
    1926  8.74101E+00 1.55738E-03-1.80495E-03
    1927  8.74451E+00 1.55661E-03-1.80015E-03
    1928  8.74801E+00 1.55586E-03-1.79536E-03
    1929  8.75151E+00 1.55514E-03-1.79058E-03
    1930  8.75501E+00 1.55436E-03-1.78578E-03
    1931  8.75852E+00 1.55363E-03-1.78100E-03
    1932  8.76202E+00 1.55289E-03-1.77624E-03
    1933  8.76552E+00 1.55215E-03-1.77145E-03
    1934  8.76902E+00 1.55140E-03-1.76668E-03
    1935  8.77252E+00 1.55068E-03-1.76191E-03
    1936  8.77602E+00 1.54995E-03-1.75714E-03
    1937  8.77953E+00 1.54921E-03-1.75239E-03
    1938  8.78303E+00 1.54849E-03-1.74764E-03
    1939  8.78653E+00 1.54776E-03-1.74289E-03
    1940  8.79003E+00 1.54704E-03-1.73814E-03
    1941  8.79353E+00 1.54634E-03-1.73340E-03
    1942  8.79704E+00 1.54562E-03-1.72867E-03
    1943  8.80054E+00 1.54490E-03-1.72392E-03
    1944  8.80404E+00 1.54419E-03-1.71920E-03
    1945  8.80754E+00 1.54349E-03-1.71447E-03
    1946  8.81104E+00 1.54279E-03-1.70974E-03
    1947  8.81455E+00 1.54207E-03-1.70502E-03
    1948  8.81805E+00 1.54138E-03-1.70031E-03
    1949  8.82155E+00 1.54068E-03-1.69560E-03
    1950  8.82505E+00 1.53999E-03-1.69089E-03
    1951  8.82855E+00 1.53928E-03-1.68619E-03
    1952  8.83206E+00 1.53861E-03-1.68150E-03
    1953  8.83556E+00 1.53792E-03-1.67678E-03
    1954  8.83906E+00 1.53723E-03-1.67210E-03
    1955  8.84256E+00 1.53656E-03-1.66742E-03
    1956  8.84606E+00 1.53586E-03-1.66272E-03
    1957  8.84956E+00 1.53519E-03-1.65804E-03
    1958  8.85307E+00 1.53453E-03-1.65337E-03
    1959  8.85657E+00 1.53384E-03-1.64869E-03
    1960  8.86007E+00 1.53317E-03-1.64401E-03
    1961  8.86357E+00 1.53250E-03-1.63935E-03
    1962  8.86707E+00 1.53185E-03-1.63469E-03
    1963  8.87058E+00 1.53117E-03-1.63002E-03
    1964  8.87408E+00 1.53052E-03-1.62538E-03
    1965  8.87758E+00 1.52987E-03-1.62072E-03
    1966  8.88108E+00 1.52921E-03-1.61608E-03
    1967  8.88458E+00 1.52856E-03-1.61143E-03
    1968  8.88809E+00 1.52791E-03-1.60680E-03
    1969  8.89159E+00 1.52726E-03-1.60215E-03
    1970  8.89509E+00 1.52662E-03-1.59750E-03
    1971  8.89859E+00 1.52598E-03-1.59289E-03
    1972  8.90209E+00 1.52533E-03-1.58825E-03
    1973  8.90559E+00 1.52468E-03-1.58362E-03
    1974  8.90910E+00 1.52406E-03-1.57900E-03
    1975  8.91260E+00 1.52343E-03-1.57439E-03
    1976  8.91610E+00 1.52278E-03-1.56976E-03
    1977  8.91960E+00 1.52217E-03-1.56516E-03
    1978  8.92310E+00 1.52155E-03-1.56057E-03
    1979  8.92661E+00 1.52091E-03-1.55594E-03
    1980  8.93011E+00 1.52029E-03-1.55135E-03
    1981  8.93361E+00 1.51968E-03-1.54675E-03
    1982  8.93711E+00 1.51906E-03-1.54215E-03
    1983  8.94061E+00 1.51844E-03-1.53756E-03
    1984  8.94412E+00 1.51784E-03-1.53298E-03
    1985  8.94762E+00 1.51722E-03-1.52840E-03
    1986  8.95112E+00 1.51661E-03-1.52381E-03
    1987  8.95462E+00 1.51602E-03-1.51923E-03
    1988  8.95812E+00 1.51541E-03-1.51467E-03
    1989  8.96163E+00 1.51481E-03-1.51008E-03
    1990  8.96513E+00 1.51420E-03-1.50551E-03
    1991  8.96863E+00 1.51362E-03-1.50095E-03
    1992  8.97213E+00 1.51301E-03-1.49640E-03
    1993  8.97563E+00 1.51244E-03-1.49184E-03
    1994  8.97913E+00 1.51185E-03-1.48728E-03
    1995  8.98264E+00 1.51125E-03-1.48273E-03
    1996  8.98614E+00 1.51066E-03-1.47817E-03
    1997  8.98964E+00 1.51008E-03-1.47363E-03
    1998  8.99314E+00 1.50950E-03-1.46908E-03
    1999  8.99664E+00 1.50893E-03-1.46453E-03
    2000  9.00015E+00 1.50835E-03-1.46000E-03 1
